127.0.0.1 - - [23/Mar/2020:11:39:47 +0530] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:42:27 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:42:28 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:42:30 +0530] "GET /rl.medicine/medicine_by_name HTTP/1.1" 200 1066
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:42:32 +0530] "POST /rl.medicine/show_medicine_name_list HTTP/1.1" 200 2372
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:43:53 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:43:54 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:43:55 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:43:59 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 2157
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:44:04 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:44:06 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:44:33 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1949
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:45:01 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1949
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:45:04 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:45:05 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:45:06 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:45:10 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 2914
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:45:18 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:46:01 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:46:11 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:47:56 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:48:13 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:48:30 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:48:31 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:48:33 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:48:36 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 3373
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:49:05 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:51:56 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:52:16 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:54:44 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:55:32 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:55:51 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:55:52 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:55:53 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:55:57 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 4485
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:56:51 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:56:52 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:57:11 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:57:37 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:58:20 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:58:53 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:00 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:02 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:03 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:06 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 5587
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:28 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:30 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:45 +0530] "POST /rl.medicine/save HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:47 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:49 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:51 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:11:59:54 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 5938
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:20 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:22 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:50 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:52 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:53 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:54 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:03:58 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 6393
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:06:38 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:06:39 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:07:03 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:07:34 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:00 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:02 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:03 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:04 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:08 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 2593
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:57 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:08:59 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:09:15 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:09:38 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:09:39 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:09:40 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:09:42 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:09:45 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 2594
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:18:00 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:18:11 +0530] "GET /rl.medicine/add_medicine_detail HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:18:41 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:01 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:16 +0530] "POST /rl.medicine/save HTTP/1.1" 200 2034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:18 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:20 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:21 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:25 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 3700
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:36 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:38 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:39 +0530] "GET /rl.medicine/medicine_by_name HTTP/1.1" 200 1163
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:19:43 +0530] "POST /rl.medicine/show_medicine_name_list HTTP/1.1" 200 3542
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:20:08 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:21:39 +0530] "GET /rl.medicine/view_medicine_detail HTTP/1.1" 200 429
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:21:41 +0530] "GET /rl.medicine/medicine_by_box HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:21:44 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 3700
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:21:56 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 6393
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:22:08 +0530] "POST /rl.medicine/show_medicine_box_list HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [23/Mar/2020:12:26:50 +0530] "GET /rl.medicine/home HTTP/1.1" 200 560
